route_id,direction_id,stop_1,stop_2,distance_m,llm_explanation
15267,1,Woodbridge St @ Parker St,Woodbridge St @ Green Manor Rd,93.15,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Woodbridge St @ Jensen St,Middle Tpke E @ Woodbridge St,85.86,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Woodbridge St @ Middle Tpke E,Middle Tpke E @ Woodbridge St,78.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,E Center St @ Coburn Rd,E Center St @ Gerard St,110.46,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,E Center St @ Parker St,E Center St @ Opp Munro  St,79.67,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Middle Tpke W @ Beacon Hill Apts 1,Middle Tpke W @ Becon Hill Apts 2,88.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Burnside Ave @ Long Hill Dr,Burnside Ave @ 906 Burnside Ave,110.8,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Burnside Ave @ 596 Burnside Ave,Burnside Ave @ Wind Rd,124.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Burnside Ave @ Bidwell Ave,Burnside Ave @ Social Security Service Office,100.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Middle Tpke E @ 587 Middle Tpk E,Middle Tpke E @ Senior Citizen Bldg,123.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Middle Tpke W @ 185 Middle Tpke W,Middle Tpke W @ Broad St,121.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15267,1,Middle Tpke W @ Broad St,Middle Tpke W @ CVS,108.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15268,0,Avon Park & Ride (Walmart/Big Y),W Main St @ Goodwill Main Entrance,97.76,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15268,1,W Main St @ Walmart,Avon Park & Ride (Walmart/Big Y),92.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,0,Farm Springs Rd @ 1 Farm Springs Rd,Farm Springs Rd @ Fienemann Rd,20.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,0,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ 8 Farm Springs Rd,93.48,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,0,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ 4 Farm Springs Rd,27.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,0,Farm Springs Rd @ 9 Farm Springs Rd,Farm Springs Rd @ 8 Farm Springs Rd,106.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,0,Farm Springs Rd @ 8 Farm Springs Rd,Farm Springs Rd @ 4 Farm Springs Rd,115.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,1,Farm Springs Rd @ 1 Farm Springs Rd,Farm Springs Rd @ Fienemann Rd,20.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,1,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ 8 Farm Springs Rd,93.48,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,1,Farm Springs Rd @ 5 Farm Springs Rd,Farm Springs Rd @ 4 Farm Springs Rd,27.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,1,Farm Springs Rd @ 9 Farm Springs Rd,Farm Springs Rd @ 8 Farm Springs Rd,106.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15269,1,Farm Springs Rd @ 8 Farm Springs Rd,Farm Springs Rd @ 4 Farm Springs Rd,115.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15273,1,Marlborough Park & Ride @ West St,West St @ opp Marlborough Park & Ride,98.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15275,0,West St @ Cromwell Hills Dr,West St @ Berlin Rd,21.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15275,0,Industrial Park Rd @ Berlin Rd,Industrial Park Rd @ Berlin Rd,16.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15275,1,West St @ Cromwell Hills Dr,West St @ Berlin Rd,21.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15275,1,Industrial Park Rd @ Berlin Rd,Industrial Park Rd @ Berlin Rd,16.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Executive Dr @ Executive Sq,Executive Sq @ Silas Deane Hwy,91.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Executive Dr @ Executive Sq,Silas Deane Hwy @ 1290 Silas Deane Hwy,119.02,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Executive Sq @ Silas Deane Hwy,Silas Deane Hwy @ opp Executive Sq,58.68,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Executive Sq @ Silas Deane Hwy,Silas Deane Hwy @ 1290 Silas Deane Hwy,51.89,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Silas Deane Hwy @ opp Executive Sq,Silas Deane Hwy @ Motel 6,121.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Silas Deane Hwy @ opp Executive Sq,Silas Deane Hwy @ 1290 Silas Deane Hwy,84.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Town Line Rd @ Wal- Mart,Town Line Rd @ Charter Rd,116.85,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Charter Rd @ Opp Montague St,Charter Rd @ 38 Charter Rd,92.48,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Mill St @ Silas Deane Hwy,Silas Deane Hwy @ Mill St,38.34,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Wethersfield Shopping Center @ Silas Deane Hwy,Silas Deane Hwy @ CVS,114.27,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Main St @ Opp Park Ln,Main St @ Maple St,107.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Main St @ Opp Wadsworth St,Main St @ 232 Main St,80.97,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Brewer St @ Glenn Rd,Brewer St @ Graham Rd,110.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Brewer St @ 237 Brewer St,Brewer St @ 269 Brewer St,83.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Brewer St @ Forbes St,Forbes St @ 1008 Forbes St,122.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Forbes St @ Godar Ter,East Hartford High @ Forbes St,98.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Forbes St @ Silver Ln,Forbes St @ 403 Forbes St,81.98,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Burnside Ave @ Opp Vernon Rd,Burnside Ave @ Parkview Apts,98.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,0,Silas Deane Hwy @ 1290 Silas Deane Hwy,Silas Deane Hwy @ 1260 Silas Deane Hwy,124.75,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Middle Tpke W @ Beacon Hill Apts 1,Middle Tpke W @ Becon Hill Apts 2,88.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Burnside Ave @ Long Hill Dr,Burnside Ave @ 906 Burnside Ave,110.8,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Scotland Rd @ Hudson St,Scotland Rd @ Forbes St,113.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Brewer St @ Opp Graham Rd,Brewer St @ Glenn Rd,103.36,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Brewer St @ Opp Hamilton Rd,Brewer St @ Main St,120.1,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Charter Rd @ 41 Charter Rd,Charter Rd @ Montague St,96.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Silas Deane Hwy @ Executive Sq,Executive Sq @ Silas Deane Hwy,22.82,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Silas Deane Hwy @ Executive Sq,Executive Dr @ Executive Sq,121.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15278,1,Executive Sq @ Silas Deane Hwy,Executive Dr @ Executive Sq,99.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15279,0,Inwood Rd @ Cromwell Ave,Inwood Rd @ Cromwell Ave,28.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15279,1,Cold Spring Rd @ Woodfield Crossing,Century Hills Dr @ Water Course Row,124.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15279,1,Cold Spring Rd @ Cromwell Ave,Cromwell Ave @ Cold Spring Rd,57.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15279,1,Inwood Rd @ Cromwell Ave,Inwood Rd @ Cromwell Ave,28.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15284,0,Industrial Park Rd @ Berlin Rd,Industrial Park Rd @ Berlin Rd,16.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15284,1,Industrial Park Rd @ Berlin Rd,Industrial Park Rd @ Berlin Rd,16.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Tower Ave @ Blue Hills Ave,Tower Ave @ opp Lebanon St,103.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Tower Ave @ Coventry St,Coventry St @ Burgdorf Health Ctr,36.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Tower Ave @ Coventry St,Coventry St @ Phillps Senior Housing,46.68,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Coventry St @ Burgdorf Health Ctr,Coventry St @ Phillps Senior Housing,11.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Coventry St @ Burgdorf Health Ctr,Tower Ave @ opp Mayfair Rd,100.47,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Coventry St @ Phillps Senior Housing,Tower Ave @ opp Mayfair Rd,89.57,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Tower Ave @ opp Addison St,Main St @ opp Tower Ave,92.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Main St @ CT Works Career Ctr,Windsor Ave @ Sunset St,88.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Windsor Ave @ Sunset St,Windsor Ave @ Violet St,106.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Windsor Ave @ Corey St,Windsor Ave @ Skitchewaug St,123.02,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Windsor Ave @ Skitchewaug St,Windsor Ave @ E Barber St,117.43,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Windsor Ave @ opp E Wolcott Ave,Windsor Ave @ Deerfield Rd,56.75,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,0,Ellington Rd @ Podunk Cir,Ellington Rd @ Mill Pond Dr,116.67,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Windsor Ave @ Faneuil St,Windsor Ave @ Package Store,94.07,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Windsor Ave @ 275 Windsor Ave,Windsor Ave @ Olga Ave,71.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Windsor Ave @ Norman Ave,Service For The Blind @ Windsor Ave,60.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Tower Ave @ Coventry St,Coventry St @ Burgdorf Health Ctr,58.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Tower Ave @ Coventry St,Coventry St @ Phillps Senior Housing,68.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Granby St @ Burnham St,Granby St @ Opp Nahum Dr,109.9,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15285,1,Coventry St @ Burgdorf Health Ctr,Coventry St @ Phillps Senior Housing,11.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15288,0,Avon Park & Ride (Walmart/Big Y),W Main St @ Goodwill Main Entrance,97.76,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15288,1,W Main St @ Walmart,Avon Park & Ride (Walmart/Big Y),92.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15289,0,Avon Park & Ride (Walmart/Big Y),W Main St @ Goodwill Main Entrance,97.76,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15289,0,Litchfield St @ Hungerford St,South Main St @ Torrington Plaza,108.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15289,1,W Main St @ Walmart,Avon Park & Ride (Walmart/Big Y),92.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15290,0,Avon Park & Ride (Walmart/Big Y),W Main St @ Goodwill Main Entrance,97.76,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15290,0,Litchfield St @ Hungerford St,South Main St @ Torrington Plaza,108.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15290,1,W Main St @ Walmart,Avon Park & Ride (Walmart/Big Y),92.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,Park Ave @ opp Laurel St,Park Ave @ opp Columbus St,79.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,Park Ave @ opp Michael Ave,Park Ave @ opp Saint Regis St,102.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,School St @ opp 175 School St,School St @ Christopher Ct,90.37,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,School St @ Christopher Ct,School St @ opp Chesslee Rd,112.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,School St @ Autumn Ln,Goodwin St @ School St,86.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,Prestige Park Rd @ Goodwin St,Prestige Park Rd @ Pole 4231,45.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,Prestige Park Rd @ Goodwin St,Prestige Park Rd @ Goodwin St,53.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,Prestige Park Rd @ Prestige Park Cir,Prestige Park Rd @ 265 Prestige Park Rd,112.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,0,Prestige Park Rd @ Pole 4231,Prestige Park Rd @ Goodwin St,94.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Prestige Park Rd @ Goodwin St,Prestige Park Rd @ Goodwin St,53.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,School St @ Chesslee Rd,School St @ Norman Dr,103.84,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,School St @ Norman Dr,School St @175 School St,99.82,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Park Ave @ Saint Regis St,Park Ave @ Michael Ave,111.33,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Park Ave @ Garden St,Park Ave @ Franklin St,55.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Park Ave @ Oakland Ave,Park Ave @ Claremont St,98.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Prestige Park Rd @ Goodwin St,Prestige Park Rd @ opp Pole 4231,98.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Prestige Park Rd @ opp Pole 4231,Prestige Park Rd @ 284 Prestige Rd,98.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15292,1,Prestige Park Rd @ 284 Prestige Rd,Prestige Park Rd @ opp Prestige Park Cir,94.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15293,1,State St @ Meriden Transit Center,Colony St @ Meriden RR,73.84,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Connecticut Blvd @ Lynn St,Main St @ Connecticut Blvd,101.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Main St @ Connecticut Blvd,Main St @ Garvan St,104.37,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Sutton Ave @ Main St,Main St @ Opp Sutton Ave,41.02,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Oxford Dr @ Cambridge Dr,Cambridge Dr @ Milbrook Dr,102.07,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Maple St @ 327 Maple St,Maple St @ Forbes St,108.28,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Forbes St @ Opp O'Connell Dr,O'connell Dr @ Forbes St,42.28,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,O'Connell Dr @ Manor Cir,O'Connell Dr @ Brandon Rd,93.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Birch Ln @ Green Manor Dr,Birch Ln @ Country Ln,75.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Main St @ Glastonbury Blvd,Glastonbury Blvd @ Main St,96.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Main St @ Pratt St,Main St @ opp Spring St,108.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,New London Tpke @ Full Cir,New London Tpke @ 586 New London Tpke,98.07,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,0,Glastonbury Blvd @ 95 Glastonbury Blvd,Glastonbury Blvd @ Somerset Sq Ramp,84.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Country Ln @ Oak St,Green Manor Dr @ Oak St,98.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,O'Connell Dr @ Brandon Rd,O'Connell Dr @ Manor Cir,89.83,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Maple St @ Forbes St,Maple St @ 330 Maple St,98.08,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Handel Rd @ Maple St,Handel Rd @ Norwich Ln,73.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Cambridge Dr @ Sutton Ave,Sutton Ave @ Main St,117.58,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Sutton Ave @ Main St,Main St @ Sutton Ave,30.95,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Main St @ Opp Wadsworth St,Main St @ 232 Main St,80.97,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Main St @ 452 Main St,Main St @ Lilac St,96.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Main St @ Griswold St,Main St @ 2928 Main St,118.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,New London Tpke @ Rankin Rd,Rankin Rd @ opp School St,91.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,New London Tpke @ Full Cir,New London Tpke @ 586 New London Tpke,98.07,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Oakwood Dr @ Oakwood Sport Ctr,Hebron Ave @ Oakwood Dr,124.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Hebron Ave @ House St,Hebron Ave @ 241 Hebron Ave,123.95,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15294,1,Main St @ Opp Park Ln,Main St @ Maple St,107.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,0,Main St @ 1871 Main St,Main St @ Gilman St,116.69,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,0,Sullivan Ave @ John Fitch Blvd,Sullivan Ave @ Main St,74.09,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,0,Sullivan Ave @ John Fitch Blvd,John Fitch Blvd @ Sullivan Ave,71.77,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,0,Commerce Way @ Arrow Gas,Rye St @ Maneeley's Banquet Facility,88.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,0,Sullivan Ave @ Main St,John Fitch Blvd @ Sullivan Ave,103.97,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,1,Sullivan Ave @ John Fitch Blvd,Sullivan Ave @ Main St,74.09,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,1,Sullivan Ave @ John Fitch Blvd,John Fitch Blvd @ Sullivan Ave,89.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,1,Commerce Way @ Arrow Gas,Rye St @ Maneeley's Banquet Facility,88.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,1,Main St @ Mohawk Dr,Main St @ King St,89.26,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15296,1,Kennedy Rd @ Sullivan Ave,Kennedy Rd @ Sullivan Ave,17.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15300,0,Asylum St @ High St,Allyn St @ High St,95.75,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15300,0,Spruce St @ Union Station Bus Terminal,Union Pl @ Union Stn Transit Center,80.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15300,0,Union Pl @ Union Stn Transit Center,Allyn St @ High St,110.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,W Main St @ Hazel St,W Main St @ Fairfield Ave,108.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,W Main St @ opp Diaz St,W Main St @ West Ave,118.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,W Main St @ Cytec,W Main St @ Stop & Shop,92.47,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,S Main St @ Westchester Ave,N Main St @ Westchester Ave,47.1,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,S Main St @ Westchester Ave,Abendroth Ave @ Westchester Ave,88.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,N Main St @ Westchester Ave,Abendroth Ave @ Westchester Ave,48.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,0,Delavan Ave @ Opp Tingue St,Delavan Ave @ Chestnut St,123.32,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,1,Field Point Rd @ Railroad Ave,Railroad Ave @ Field Point Rd,36.46,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15312,1,Mason St @ E Putnam Ave,E Putnam Ave @ Washington Ave,102.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
